filename	acq_time	duration
eeg/sub-03_ses-01_task-rest_run-01_eeg.bdf	2025-09-24T10:59:04	490.703
func/sub-03_ses-01_task-rest_run-01_bold.nii.gz	2025-09-24T10:59:04	410.1
physio/sub-03_ses-01_task-rest_run-01_physio.tsv.gz	2025-09-24T10:59:04	499.050
eeg/sub-03_ses-01_task-rest_run-02_eeg.bdf	2025-09-24T11:59:04	462.441
func/sub-03_ses-01_task-rest_run-02_bold.nii.gz	2025-09-24T11:59:04	410.1
physio/sub-03_ses-01_task-rest_run-02_physio.tsv.gz	2025-09-24T11:59:04	502.348
